17,541
748,541
842,541
1206,541
1367,541
1516,541
1857,541
2378,541
2431,541
2527,541
2629,541
3090,541
3163,541
744,1082
844,1082
905,1082
1214,1082
1295,1082
2011,1082
2747,1082
3000,1082
162,1623
371,1623
524,1623
609,1623
1230,1623
1391,1623
1862,1623
2163,1623
2575,1623
9,2164
269,2164
398,2164
554,2164
646,2164
735,2164
1248,2164
1345,2164
1464,2164
2003,2164
2251,2164
305,541
334,541
355,541
491,541
558,541
952,541
1083,541
1658,541
1686,541
1760,541
2039,541
2155,541
2259,541
2489,541
2813,541
2906,541
3310,541
3357,541
47,1082
150,1082
313,1082
383,1082
408,1082
533,1082
584,1082
1123,1082
1565,1082
1806,1082
1874,1082
2147,1082
2219,1082
2388,1082
2549,1082
2695,1082
2804,1082
2914,1082
3084,1082
3234,1082
3329,1082
102,1623
317,1623
436,1623
744,1623
825,1623
916,1623
1000,1623
1474,1623
1538,1623
1639,1623
1777,1623
1910,1623
1965,1623
2088,1623
2217,1623
2242,1623
2390,1623
2741,1623
2849,1623
2938,1623
3056,1623
3090,1623
3310,1623
127,2164
186,2164
478,2164
842,2164
1038,2164
1768,2164
1580,2164
1857,2164
1906,2164
2041,2164
2466,2164
2576,2164
2701,2164
2754,2164
2815,2164
2851,2164
2965,2164
3022,2164
3054,2164
3175,2164
3274,2164
3380,2164
