134,541
271,541
435,541
629,541
941,541
1125,541
1437,541
1566,541
1727,541
1852,541
1976,541
2097,541
2201,541
2268,541
2404,541
2735,541
2885,541
3016,541
3131,541
3331,541
149,1082
297,1082
412,1082
685,1082
764,1082
1245,1082
1657,1082
1842,1082
2309,1082
2489,1082
3152,1082
60,1623
207,1623
347,1623
1643,1623
1753,1623
2377,1623
2678,1623
2778,1623
2905,1623
3147,1623
67,2164
184,2164
403,2164
577,2164
668,2164
995,2164
1233,2164
1393,2164
1492,2164
2529,2164
2646,2164
2760,2164
2868,2164
2968,2164
3111,2164
3244,2164
734,541
799,541
1087,541
1235,541
1290,541
1817,541
2585,541
2661,541
3211,541
80,1082
250,1082
950,1082
1051,1082
1104,1082
1455,1082
1491,1082
1787,1082
1992,1082
2096,1082
2242,1082
2384,1082
2597,1082
2675,1082
2783,1082
2898,1082
3003,1082
3289,1082
3373,1082
157,1623
258,1623
541,1623
575,1623
926,1623
1003,1623
1053,1623
1148,1623
1292,1623
1451,1623
1514,1623
1946,1623
2250,1623
2993,1623
3240,1623
3272,1623
3376,1623
793,2164
867,2164
1068,2164
1119,2164
1144,2164
1590,2164
1690,2164
1939,2164
1971,2164
2117,2164
2153,2164
2331,2164
2470,2164
3194,2164
3361,2164
