32,541
697,541
862,541
1106,541
1210,541
1345,541
1448,541
1542,541
1713,541
1827,541
1905,541
2141,541
3058,541
3132,541
3236,541
295,1082
383,1082
501,1082
620,1082
1128,1082
1265,1082
1514,1082
1964,1082
1992,1082
2110,1082
2188,1082
2303,1082
2756,1082
2868,1082
2990,1082
3305,1082
3380,1082
49,1623
122,1623
184,1623
857,1623
1179,1623
1464,1623
1921,1623
2517,1623
2832,1623
2896,1623
3028,1623
3288,1623
350,2164
481,2164
566,2164
645,2164
1065,2164
1127,2164
1377,2164
1447,2164
1522,2164
1620,2164
1679,2164
1807,2164
1884,2164
2008,2164
2426,2164
2559,2164
2872,2164
2956,2164
3036,2164
3124,2164
3245,2164
3340,2164
159,541
266,541
355,541
560,541
478,541
928,541
1990,541
2035,541
2288,541
2318,541
2422,541
2546,541
2616,541
2682,541
2730,541
2796,541
2936,541
95,1082
231,1082
740,1082
808,1082
948,1082
1051,1082
1571,1082
1650,1082
1677,1082
1719,1082
1802,1082
2356,1082
2498,1082
2656,1082
3092,1082
3162,1082
305,1623
364,1623
467,1623
662,1623
744,1623
941,1623
1053,1623
1318,1623
1373,1623
1571,1623
1650,1623
1692,1623
1844,1623
2130,1623
2267,1623
2350,1623
2475,1623
2703,1623
2957,1623
3137,1623
3215,1623
247,2164
823,2164
1956,2164
2151,2164
2498,2164
2741,2164
2804,2164
