22,541
520,541
1118,541
1322,541
1657,541
1777,541
1906,541
2111,541
2471,541
2520,541
2937,541
3007,541
3299,541
411,1082
796,1082
1405,1082
1465,1082
1773,1082
2181,1082
2298,1082
3025,1082
95,1623
950,1623
1246,1623
1550,1623
1630,1623
1796,1623
1889,1623
2157,1623
2542,1623
2742,1623
3159,1623
3215,1623
109,2164
353,2164
504,2164
908,2164
2080,2164
2226,2164
2323,2164
2489,2164
2670,2164
2796,2164
2917,2164
370,541
603,541
662,541
854,541
1062,541
1155,541
1231,541
1419,541
1472,541
1961,541
2011,541
2293,541
2396,541
2637,541
2773,541
3149,541
3204,541
23,1082
85,1082
118,1082
199,1082
319,1082
698,1082
903,1082
1055,1082
1191,1082
1248,1082
1426,1082
1567,1082
1624,1082
1825,1082
1967,1082
1901,1082
2447,1082
2646,1082
2779,1082
2857,1082
3166,1082
3221,1082
3293,1082
209,1623
330,1623
505,1623
700,1623
878,1623
1062,1623
1347,1623
1965,1623
2064,1623
2295,1623
2358,1623
2675,1623
2874,1623
3075,1623
165,2164
224,2164
279,2164
634,2164
706,2164
810,2164
1060,2164
1136,2164
1286,2164
1345,2164
1377,2164
1637,2164
1849,2164
1815,2164
1884,2164
3153,2164
3257,2164
3359,2164
