84,541
238,541
302,541
736,541
1133,541
1316,541
1816,541
1865,541
1979,541
2539,541
2665,541
2715,541
2882,541
2951,541
3381,541
133,1082
267,1082
511,1082
600,1082
648,1082
778,1082
888,1082
1016,1082
1181,1082
1270,1082
1547,1082
1635,1082
1846,1082
2026,1082
2127,1082
2376,1082
2490,1082
2577,1082
2640,1082
2797,1082
2934,1082
3086,1082
3151,1082
3324,1082
3358,1082
94,1623
175,1623
510,1623
635,1623
972,1623
1223,1623
1571,1623
1975,1623
2041,1623
2175,1623
2775,1623
2953,1623
3246,1623
3338,1623
39,2164
161,2164
294,2164
840,2164
1409,2164
1919,2164
1990,2164
2183,2164
2369,2164
2684,2164
150,541
374,541
463,541
626,541
840,541
945,541
996,541
1599,541
2145,541
1464,541
1421,541
1396,541
2219,541
2392,541
3149,541
3206,541
402,1082
1396,1082
2853,1082
3010,1082
2986,1082
311,1623
725,1623
751,1623
859,1623
1058,1623
1172,1623
1258,1623
1426,1623
1474,1623
1743,1623
1842,1623
2314,1623
2384,1623
2434,1623
2513,1623
2716,1623
3090,1623
499,2164
634,2164
723,2164
920,2164
1041,2164
1227,2164
1495,2164
1567,2164
1726,2164
1768,2164
2096,2164
2546,2164
2608,2164
2811,2164
2853,2164
3018,2164
3067,2164
3149,2164
3266,2164
3359,2164
