17,541
133,541
515,541
664,541
788,541
1176,541
1487,541
1630,541
1790,541
1835,541
1896,541
1994,541
2053,541
2163,541
2528,541
2971,541
3202,541
28,1082
337,1082
446,1082
596,1082
759,1082
1078,1082
1326,1082
1439,1082
1563,1082
1671,1082
1937,1082
2011,1082
2196,1082
2948,1082
3026,1082
3130,1082
3221,1082
3316,1082
138,1623
195,1623
352,1623
467,1623
574,1623
1045,1623
1134,1623
1200,1623
1313,1623
1578,1623
1843,1623
2039,1623
2223,1623
2321,1623
2488,1623
3346,1623
42,2164
1595,2164
1756,2164
1809,2164
1933,2164
2378,2164
2482,2164
2598,2164
2877,2164
3239,2164
317,541
434,541
992,541
1032,541
1294,541
1550,541
2329,541
2388,541
2576,541
2678,541
2724,541
2845,541
2891,541
3067,541
802,1082
992,1082
1203,1082
1804,1082
2094,1082
2337,1082
2434,1082
2585,1082
2652,1082
11,1623
698,1623
766,1623
905,1623
1464,1623
1984,1623
2100,1623
2388,1623
2669,1623
2711,1623
2794,1623
3001,1623
3151,1623
3287,1623
188,2164
106,2164
292,2164
315,2164
406,2164
541,2164
588,2164
692,2164
789,2164
986,2164
1112,2164
1146,2164
1174,2164
1292,2164
1364,2164
1438,2164
1474,2164
2092,2164
2155,2164
2756,2164
2972,2164
3029,2164
