3,541
102,541
569,541
635,541
800,541
1137,541
1187,541
1527,541
1709,541
1814,541
1885,541
2639,541
2748,541
3142,541
666,1082
757,1082
983,1082
1107,1082
1200,1082
1345,1082
1554,1082
1658,1082
2099,1082
2313,1082
2598,1082
3082,1082
91,1623
241,1623
398,1623
497,1623
1047,1623
1507,1623
1650,1623
1797,1623
1964,1623
2139,1623
2286,1623
2563,1623
2884,1623
3032,1623
3132,1623
180,2164
398,2164
533,2164
687,2164
1064,2164
1114,2164
1284,2164
1775,2164
2204,2164
2311,2164
2637,2164
2783,2164
2959,2164
3107,2164
294,541
317,541
372,541
421,541
901,541
931,541
1017,541
1324,541
1387,541
2081,541
2187,541
2293,541
2439,541
2462,541
2969,541
3024,541
3331,541
192,1082
309,1082
387,1082
436,1082
558,1082
1485,1082
1764,1082
1821,1082
1895,1082
2005,1082
2187,1082
2500,1082
2561,1082
2764,1082
2809,1082
2923,1082
2959,1082
3031,1082
3304,1082
700,1623
785,1623
848,1623
1013,1623
1140,1623
1167,1623
1299,1623
1409,1623
1895,1623
2369,1623
2743,1623
2794,1623
3211,1623
3323,1623
110,2164
262,2164
783,2164
816,2164
899,2164
988,2164
1229,2164
1402,2164
1506,2164
1578,2164
1648,2164
1929,2164
1978,2164
2024,2164
2064,2164
2098,2164
2350,2164
2388,2164
2555,2164
2722,2164
2868,2164
3225,2164
3306,2164
3342,2164
