84,541
195,541
603,541
969,541
1113,541
1327,541
1414,541
1467,541
2003,541
2153,541
2252,541
2405,541
2557,541
2738,541
2834,541
2901,541
2998,541
3086,541
3184,541
3347,541
48,1082
236,1082
533,1082
633,1082
1296,1082
1384,1082
1463,1082
1633,1082
1861,1082
1923,1082
2049,1082
2109,1082
2195,1082
2382,1082
2477,1082
2538,1082
2733,1082
2884,1082
2958,1082
3082,1082
3274,1082
18,1623
298,1623
423,1623
526,1623
646,1623
1095,1623
1250,1623
1543,1623
1645,1623
2331,1623
2402,1623
3108,1623
3177,1623
86,2164
211,2164
551,2164
684,2164
820,2164
992,2164
1078,2164
1114,2164
1224,2164
1362,2164
1533,2164
1646,2164
1711,2164
1945,2164
2020,2164
2151,2164
2236,2164
2416,2164
2519,2164
2765,2164
2890,2164
3049,2164
3192,2164
283,541
362,541
560,541
706,541
829,541
897,541
1041,541
1167,541
1607,541
1658,541
1785,541
1893,541
2058,541
2688,541
93,1082
345,1082
400,1082
744,1082
799,1082
893,1082
920,1082
1055,1082
1159,1082
1722,1082
1783,1082
2339,1082
2663,1082
178,1623
588,1623
702,1623
857,1623
920,1623
954,1623
1193,1623
1318,1623
1796,1623
1842,1623
1923,1623
2168,1623
2525,1623
2733,1623
2769,1623
2927,1623
328,2164
1311,2164
1836,2164
2659,2164
2703,2164
3354,2164
