178,541
318,541
481,541
666,541
791,541
855,541
949,541
1199,541
1438,541
1531,541
1713,541
1902,541
2477,541
2690,541
2753,541
2823,541
2923,541
3033,541
251,1082
368,1082
838,1082
1202,1082
1277,1082
1414,1082
1703,1082
1797,1082
25,1623
263,1623
332,1623
453,1623
808,1623
868,1623
997,1623
1064,1623
1243,1623
1303,1623
1537,1623
1651,1623
1906,1623
2082,1623
33,2164
115,2164
491,2164
741,2164
850,2164
927,2164
1102,2164
1463,2164
1583,2164
1655,2164
1749,2164
2176,2164
2319,2164
2682,2164
620,541
990,541
1263,541
1356,541
1635,541
1999,541
2094,541
2295,541
2549,541
2608,541
3090,541
3151,541
3206,541
3280,541
63,1082
201,1082
478,1082
643,1082
721,1082
778,1082
975,1082
1038,1082
1510,1082
1992,1082
2062,1082
2149,1082
2381,1082
2555,1082
2428,1082
2673,1082
2849,1082
2923,1082
3008,1082
3208,1082
3073,1082
3261,1082
503,1623
556,1623
624,1623
677,1623
1328,1623
1504,1623
2299,1623
2398,1623
2487,1623
2553,1623
2574,1623
2728,1623
2821,1623
2942,1623
2967,1623
3132,1623
3213,1623
3270,1623
178,2164
228,2164
309,2164
596,2164
664,2164
1140,2164
1282,2164
1392,2164
1950,2164
2007,2164
2149,2164
2436,2164
2481,2164
2580,2164
2703,2164
2891,2164
2948,2164
3003,2164
3223,2164
3276,2164
