ID17320.B_Fa_001.png,30.3
ID17320.B_Fa_002.png,31.6
ID17320.B_Fa_003.png,29.0
ID17320.B_Fa_004.png,30.0
ID17320.B_Fa_005.png,30.3
ID17320.B_Fa_006.png,27.6
ID17320.B_Fa_007.png,30.6
ID17320.B_Fa_008.png,30.6
ID17320.B_Fa_009.png,29.6
ID17320.B_Fa_010.png,29.6
ID17320.B_Fa_011.png,27.3
ID17320.B_Fa_012.png,28.6
ID17320.B_Fa_013.png,31.0
ID17320.B_Fa_014.png,31.3
ID17320.B_Fa_015.png,29.6
ID17320.B_Fa_016.png,29.6
ID17320.B_Fa_017.png,29.6
ID17320.B_Fa_018.png,31.3
ID17320.B_Fa_019.png,30.6
ID17320.B_Fa_020.png,28.6
ID17320.B_Fa_021.png,32.3
ID17320.B_Fa_022.png,29.0
ID17320.B_Fa_023.png,28.3
ID17320.B_Fa_024.png,27.3
ID17320.B_Fa_025.png,27.6
ID17320.B_Fa_026.png,28.0
ID17320.B_Fa_027.png,29.3
ID17320.B_Fa_028.png,31.0
ID17320.B_Fa_029.png,31.6
ID17320.B_Fa_030.png,30.6
ID17320.B_Fa_031.png,30.25
ID17320.B_Fa_032.png,33.0
ID17320.B_Fa_033.png,28.25
ID17320.B_Fa_034.png,31.5
ID17320.B_Fa_035.png,30.75
ID17320.B_Fa_036.png,28.75
ID17320.B_Fa_037.png,29.5
ID17320.B_Fa_038.png,31.25
ID17320.B_Fa_039.png,28.5
ID17320.B_Fa_040.png,27.5
ID17320.B_Fa_041.png,30.25
ID17320.B_Fa_042.png,31.0
ID17320.B_Fa_043.png,30.5
ID17320.B_Fa_044.png,31.0
ID17320.B_Fa_045.png,31.0
ID17320.B_Fa_046.png,30.0
ID17320.B_Fa_047.png,29.25
ID17320.B_Fa_048.png,30.75
ID17320.B_Fa_049.png,29.5
ID17320.B_Fa_050.png,30.5
ID17320.B_Fa_051.png,31.5
ID17320.B_Fa_052.png,31.0
ID17320.B_Fa_053.png,32.25
ID17320.B_Fa_054.png,31.0
ID17320.B_Fa_055.png,30.0
ID17320.B_Fa_056.png,32.75
ID17320.B_Fa_057.png,31.25
ID17320.B_Fa_058.png,30.75
ID17320.B_Fa_059.png,28.25
ID17320.B_Fa_060.png,31.25
ID17320.B_Fa_061.png,28.0
ID17320.B_Fa_062.png,29.0
ID17320.B_Fa_063.png,31.75
ID17320.B_Fa_064.png,31.5
ID17320.B_Fa_065.png,33.0
ID17320.B_Fa_066.png,29.5
UWieseB1_14.02.2017_11.png,34.0
UWieseB1_14.02.2017_12.png,33.9
UWieseB1_14.02.2017_13.png,31.9
UWieseB1_22.02.2017_103.png,32.1
UWieseB1_22.02.2017_104.png,30.5
UWieseB1_22.02.2017_105.png,30.3
UWieseB1_09.03.2017_354.png,29.7
UWieseB1_09.03.2017_355.png,32.6
UWieseB1_09.03.2017_356.png,32.1
UWieseB1_12.04.2018_5.png,28.8
UWieseB1_12.04.2018_6.png,34.2
UWieseB1_12.04.2018_7.png,29.9
UWieseB1_12.04.2018_11.png,25.4
UWieseB1_12.04.2018_12.png,30.3
UWieseB1_12.04.2018_13.png,25.6
